gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,41,Yes,Yes,No,Two year,No,Electronic check,97.58,4000.78,No
Female,0,Yes,No,51,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,22.89,1185.93,Yes
Female,0,No,No,62,Yes,No,DSL,Month-to-month,Yes,Electronic check,47.08,2928.96,No
Female,0,No,No,60,Yes,No,DSL,Month-to-month,Yes,Electronic check,81.61,4962.15,Yes
Female,0,No,No,33,Yes,Yes,Fiber optic,One year,Yes,Mailed check,95.84,3186.32,Yes
Male,0,No,No,38,Yes,Yes,No,Month-to-month,No,Electronic check,19.06,748.06,No
Male,0,Yes,No,40,Yes,No,No,One year,No,Electronic check,51.27,2060.77,No
Female,0,No,No,36,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),39.86,1434.96,No
Male,1,No,No,64,No,Yes,Fiber optic,Two year,No,Bank transfer (automatic),119.88,7705.96,No
Female,0,No,No,31,Yes,No,DSL,One year,No,Electronic check,86.44,2679.64,Yes
Female,1,Yes,No,7,Yes,No phone service,DSL,Month-to-month,No,Mailed check,59.38,415.66,No
Male,0,No,No,17,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),25.72,437.24,Yes
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),79.06,3478.64,Yes
Male,0,No,No,32,No,No phone service,Fiber optic,Month-to-month,No,Electronic check,83.45,2723.38,Yes
Male,0,No,Yes,4,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.27,504.02,No
Male,0,No,No,35,No,No,Fiber optic,One year,Yes,Credit card (automatic),47.43,1717.81,No
Male,0,Yes,No,22,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,118.11,2617.23,No
Female,0,Yes,No,39,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),62.83,2450.37,No
Male,1,Yes,No,4,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.19,192.76,Yes
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),53.54,1766.82,No
Female,0,Yes,No,23,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.0,1730.34,No
Female,0,Yes,No,16,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),113.54,1816.64,Yes
Female,0,No,No,70,Yes,No phone service,Fiber optic,Month-to-month,No,Electronic check,92.99,6509.3,Yes
Male,0,Yes,Yes,21,Yes,No,Fiber optic,Month-to-month,No,Electronic check,76.87,1614.27,Yes
Male,0,No,No,14,Yes,No,DSL,Two year,No,Electronic check,34.61,484.54,No
Female,1,Yes,No,14,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),33.23,495.32,No
Female,0,Yes,Yes,24,Yes,No,No,Two year,Yes,Electronic check,69.22,1661.28,No
Male,0,Yes,No,52,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),92.33,4801.16,No
Female,0,No,Yes,20,Yes,No,DSL,Month-to-month,No,Mailed check,94.6,1892.0,Yes
Male,0,Yes,No,65,No,No,Fiber optic,Two year,Yes,Credit card (automatic),41.04,2667.6,No
Female,0,Yes,Yes,31,No,Yes,DSL,One year,No,Mailed check,28.21,874.51,No
Male,0,No,Yes,20,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),57.22,1144.4,Yes
Female,0,No,No,67,Yes,No,Fiber optic,Month-to-month,No,Electronic check,111.65,7480.55,No
Female,0,No,Yes,43,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),73.63,3166.09,Yes
Male,0,No,Yes,65,Yes,No,No,Two year,No,Mailed check,50.65,3365.36,No
Female,0,Yes,No,13,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,51.01,733.41,Yes
Female,0,No,No,14,Yes,No phone service,No,One year,Yes,Credit card (automatic),31.47,510.35,No
Male,0,Yes,No,19,Yes,Yes,Fiber optic,One year,No,Mailed check,66.27,1259.13,Yes
Female,0,Yes,No,33,Yes,No,No,Two year,No,Electronic check,98.72,3277.95,No
Male,0,No,No,35,Yes,Yes,DSL,Two year,Yes,Mailed check,116.79,4087.65,No
Male,0,Yes,No,8,Yes,No phone service,DSL,Month-to-month,No,Credit card (automatic),69.16,553.28,No
Female,0,No,Yes,70,Yes,Yes,DSL,One year,No,Electronic check,35.06,2454.2,No
Female,0,Yes,Yes,29,Yes,No,Fiber optic,Two year,No,Credit card (automatic),87.66,2670.42,Yes
Female,0,No,No,62,Yes,No,No,One year,Yes,Bank transfer (automatic),95.19,5901.78,No
Female,0,No,No,34,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),25.31,860.54,No
Female,0,No,No,12,Yes,No phone service,No,Two year,Yes,Electronic check,104.71,1263.43,No
Female,0,No,No,45,Yes,No,DSL,Month-to-month,No,Electronic check,102.59,4654.71,No
Female,0,No,No,55,No,Yes,DSL,Month-to-month,No,Mailed check,66.2,3641.0,Yes
Male,0,No,Yes,8,Yes,Yes,No,Two year,No,Credit card (automatic),75.16,613.49,Yes
Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.77,3227.04,No
Male,0,Yes,No,2,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.03,174.06,Yes
Female,0,Yes,No,18,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),19.69,363.31,No
Female,0,No,No,27,Yes,No phone service,No,Two year,Yes,Mailed check,30.49,823.23,No
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,34.58,760.76,No
Female,1,No,No,6,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),95.08,658.08,Yes
Female,0,Yes,No,13,Yes,No,DSL,Month-to-month,Yes,Mailed check,62.89,817.57,No
Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),73.64,3313.8,No
Female,1,No,No,14,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.81,1355.34,Yes
Female,1,Yes,No,66,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.78,3483.48,No
Female,0,Yes,No,14,No,No,DSL,Two year,No,Mailed check,94.39,1321.46,Yes
Male,0,Yes,No,50,Yes,No,DSL,Two year,No,Bank transfer (automatic),63.11,3155.5,No
Female,0,No,Yes,7,Yes,No,Fiber optic,One year,No,Bank transfer (automatic),56.47,420.84,Yes
Female,0,Yes,No,68,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),51.97,3630.81,No
Female,0,No,Yes,61,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),116.42,7101.62,No
Female,0,Yes,No,50,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),96.74,4837.0,No
Male,0,Yes,No,62,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,20.06,1248.27,No
Male,0,Yes,No,67,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),115.66,7823.78,No
Female,0,Yes,No,15,Yes,No,Fiber optic,One year,Yes,Mailed check,97.09,1482.17,No
Female,0,No,No,23,No,No,Fiber optic,Month-to-month,No,Mailed check,33.22,764.06,No
Male,0,Yes,No,5,Yes,No,No,Month-to-month,Yes,Electronic check,25.79,128.95,No
Male,0,No,No,56,Yes,Yes,DSL,Two year,No,Credit card (automatic),49.44,2768.64,No
Female,1,No,No,30,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,81.67,2488.93,No
Male,0,Yes,No,5,No,No,DSL,Two year,Yes,Electronic check,80.89,452.33,No
Female,0,Yes,No,28,Yes,No phone service,Fiber optic,Two year,Yes,Mailed check,46.14,1357.46,No
Male,1,No,No,66,No,No,DSL,Month-to-month,No,Mailed check,63.46,4188.36,No
Male,0,No,No,2,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),39.61,79.22,Yes
Male,1,Yes,No,27,Yes,Yes,DSL,Two year,Yes,Electronic check,23.16,625.32,No
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),70.73,3359.79,No
Female,0,Yes,Yes,9,Yes,No phone service,No,Month-to-month,Yes,Electronic check,53.39,480.51,Yes
Male,0,Yes,Yes,32,No,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),73.37,2374.08,No
Male,0,Yes,No,66,Yes,Yes,No,Month-to-month,No,Electronic check,114.54,7559.64,Yes
Female,0,No,No,68,No,No,Fiber optic,Month-to-month,Yes,Electronic check,32.62,2218.16,No
Male,0,Yes,No,11,Yes,No,DSL,One year,Yes,Electronic check,18.2,255.69,No
Male,0,Yes,No,56,Yes,Yes,DSL,One year,No,Bank transfer (automatic),25.84,1462.66,No
Female,0,No,No,43,Yes,Yes,DSL,Month-to-month,No,Electronic check,65.2,2840.93,Yes
Male,1,Yes,No,12,Yes,No,DSL,Month-to-month,Yes,Mailed check,90.11,1081.32,No
Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.24,1816.73,No
Female,0,No,Yes,43,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,68.48,2944.64,Yes
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,54.1,3029.6,No
Female,0,No,No,15,Yes,No,DSL,One year,Yes,Mailed check,49.62,791.41,No
Male,0,Yes,No,20,Yes,No,DSL,One year,Yes,Electronic check,56.38,1127.6,No
Female,0,Yes,Yes,50,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),80.39,4019.5,No
Male,1,Yes,No,20,Yes,Yes,DSL,Month-to-month,No,Mailed check,35.11,702.2,No
Male,0,No,Yes,59,Yes,No,No,Month-to-month,No,Credit card (automatic),96.68,5744.34,No
Male,0,No,Yes,50,Yes,No,DSL,Month-to-month,No,Mailed check,76.68,3927.27,No
Male,0,No,Yes,20,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.45,939.38,Yes
Male,1,No,Yes,5,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.12,345.6,Yes
Male,0,Yes,No,72,Yes,No,DSL,Month-to-month,Yes,Electronic check,116.2,8435.74,No
Male,0,No,Yes,64,Yes,No,No,One year,No,Bank transfer (automatic),20.09,1303.73,No
Male,0,No,No,57,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),38.35,2185.95,No
Male,0,No,No,5,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),63.73,382.43,No
Male,0,Yes,Yes,64,Yes,No phone service,No,Month-to-month,Yes,Bank transfer (automatic),83.12,5319.68,No
Female,1,Yes,Yes,33,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),39.65,1308.45,Yes
Female,0,No,No,55,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),113.0,6215.0,No
Female,0,No,Yes,2,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),83.54,193.68,Yes
Male,0,Yes,No,41,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),107.5,4407.5,Yes
Female,0,No,No,61,Yes,No,DSL,Two year,No,Electronic check,51.59,3146.99,No
Female,0,No,Yes,5,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,102.55,586.24,No
Female,0,No,No,5,Yes,No,No,Month-to-month,No,Mailed check,56.58,432.6,No
Male,0,No,Yes,62,Yes,No,DSL,Month-to-month,Yes,Electronic check,43.78,2714.36,No
Male,0,Yes,No,19,Yes,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),110.99,2108.81,Yes
Male,0,Yes,No,20,No,No,Fiber optic,Month-to-month,Yes,Electronic check,27.41,548.2,Yes
Male,0,Yes,Yes,1,Yes,Yes,No,Two year,Yes,Electronic check,114.17,114.17,Yes
Female,1,No,Yes,55,Yes,No,DSL,One year,Yes,Bank transfer (automatic),64.77,3562.35,No
Female,0,No,No,9,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),119.25,1073.25,Yes
Female,0,Yes,No,69,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),73.04,5039.87,No
Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.26,2095.72,No
Male,0,Yes,No,29,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,18.72,542.88,No
Male,0,No,No,36,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.66,2482.11,No
Male,0,Yes,No,54,Yes,No,DSL,Two year,Yes,Electronic check,93.22,5033.88,No
Female,0,No,Yes,48,Yes,No phone service,DSL,One year,Yes,Mailed check,97.85,4714.63,No
Male,0,No,No,33,Yes,No,No,Month-to-month,No,Mailed check,34.12,1125.96,No
Male,0,Yes,No,43,No,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),60.74,2611.82,No
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),60.75,1314.76,Yes
Female,1,No,No,30,No,No,Fiber optic,Month-to-month,No,Mailed check,28.57,857.1,No
Male,0,Yes,No,6,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),63.19,414.63,No
Male,0,Yes,No,20,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),100.32,2006.4,No
Male,1,No,Yes,15,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.62,729.3,No
Male,1,No,No,19,Yes,No,Fiber optic,Month-to-month,No,Mailed check,62.12,1180.28,Yes
Male,0,No,No,42,No,No,DSL,Month-to-month,No,Mailed check,116.02,4872.84,No
Male,0,No,No,43,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,21.23,912.89,No
Female,0,No,No,46,Yes,No,Fiber optic,Two year,No,Electronic check,78.34,3603.64,Yes
Female,0,Yes,No,18,Yes,No,Fiber optic,Month-to-month,No,Mailed check,93.83,1688.94,Yes
Female,0,No,No,47,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),95.61,4534.72,No
Male,0,No,Yes,68,Yes,No,DSL,Month-to-month,No,Mailed check,91.03,6190.04,Yes
Female,0,No,No,10,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,92.1,921.0,Yes
Male,0,Yes,No,28,No,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),24.02,672.56,No
Male,0,No,Yes,44,Yes,No,No,Month-to-month,No,Credit card (automatic),72.48,3189.12,No
Female,0,No,No,67,Yes,Yes,Fiber optic,One year,Yes,Mailed check,97.86,6558.13,No
Male,0,No,No,35,Yes,Yes,DSL,Month-to-month,No,Mailed check,27.59,965.65,No
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),19.23,926.99,No
Female,0,No,Yes,14,Yes,No,No,Two year,No,Bank transfer (automatic),101.09,1415.26,No
Female,1,No,Yes,43,Yes,No phone service,Fiber optic,One year,No,Mailed check,90.65,3912.79,No
Female,0,No,Yes,66,Yes,No,Fiber optic,One year,Yes,Electronic check,60.05,3963.3,No
Male,0,Yes,No,39,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),113.92,4442.88,No
Female,0,Yes,Yes,13,No,Yes,DSL,Two year,Yes,Mailed check,96.19,1315.51,No
Female,0,Yes,No,62,Yes,No phone service,No,Month-to-month,No,Bank transfer (automatic),116.72,7236.64,No
Male,1,Yes,No,50,Yes,No,DSL,One year,No,Mailed check,112.79,5639.5,No
Female,0,No,Yes,57,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),67.09,3853.26,Yes
Female,0,No,No,14,Yes,No,DSL,Month-to-month,Yes,Mailed check,94.98,1329.72,Yes
Female,0,Yes,No,64,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),86.26,5520.64,No
Male,0,Yes,No,54,Yes,No,Fiber optic,Two year,No,Mailed check,100.77,5469.41,No
Male,0,No,Yes,9,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,98.34,942.39,Yes
Male,0,No,Yes,41,No,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),33.63,1393.15,No
Male,0,Yes,No,10,Yes,No,Fiber optic,Month-to-month,No,Mailed check,41.84,458.69,Yes
Female,0,Yes,No,15,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,45.1,676.5,No
Male,0,Yes,No,72,No,Yes,Fiber optic,Two year,No,Bank transfer (automatic),101.49,7307.28,No
Male,1,Yes,No,18,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.7,1812.6,Yes
Female,0,No,Yes,30,Yes,No phone service,Fiber optic,Month-to-month,No,Electronic check,68.52,2106.98,No
Female,0,Yes,No,72,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,77.24,5585.98,No
Female,0,Yes,Yes,52,No,Yes,Fiber optic,One year,No,Electronic check,102.35,5373.76,No
Male,1,No,Yes,7,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.88,349.16,Yes
Male,0,No,No,23,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,23.12,531.76,No
Male,0,No,Yes,7,Yes,No,No,One year,Yes,Electronic check,67.22,536.99,No
Female,0,No,No,47,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),111.2,5227.71,Yes
Female,0,No,No,29,Yes,No,DSL,One year,Yes,Bank transfer (automatic),98.63,2913.51,No
Male,0,Yes,Yes,57,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),55.39,3157.23,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,24.61,1439.13,Yes
Female,0,Yes,No,72,Yes,No,DSL,One year,Yes,Credit card (automatic),82.97,6032.74,No
Female,0,No,No,61,Yes,No,No,Two year,Yes,Credit card (automatic),103.12,6290.32,No
Male,0,Yes,Yes,47,Yes,No phone service,No,Two year,Yes,Electronic check,85.82,4034.57,No
Female,0,No,No,3,Yes,No,Fiber optic,One year,No,Electronic check,61.36,185.28,Yes
Female,0,Yes,No,36,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),30.58,1100.88,No
Male,0,Yes,No,7,Yes,No,No,Month-to-month,No,Credit card (automatic),110.9,776.3,No
Male,0,No,Yes,0,Yes,No,No,Month-to-month,No,Mailed check,46.15,0.0,No
Female,0,No,No,69,Yes,No,Fiber optic,Two year,Yes,Mailed check,40.88,2832.35,No
Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Two year,No,Bank transfer (automatic),101.23,4656.58,No
Male,0,Yes,No,4,Yes,No,Fiber optic,Two year,Yes,Electronic check,118.08,472.32,No
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.34,4181.66,Yes
Female,0,Yes,No,23,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,81.73,1883.58,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,One year,Yes,Electronic check,50.58,2400.09,No
Female,0,No,Yes,17,No,No,DSL,One year,Yes,Credit card (automatic),20.08,396.13,No
Female,0,No,Yes,27,Yes,Yes,Fiber optic,One year,Yes,Mailed check,37.56,1014.12,Yes
Male,0,No,No,4,Yes,Yes,Fiber optic,Two year,No,Electronic check,77.61,310.44,Yes
Female,0,No,No,29,Yes,No,No,Month-to-month,Yes,Mailed check,33.43,969.47,Yes
Female,0,Yes,No,0,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.15,0.0,Yes
Male,0,Yes,No,45,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,37.19,1781.2,Yes
Female,0,No,Yes,68,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,71.25,4845.0,No
Male,1,Yes,No,30,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),70.23,2106.9,No
Female,1,No,No,69,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.6,5580.12,No
Female,0,Yes,No,55,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,51.4,2875.45,No
Male,0,Yes,No,27,Yes,Yes,DSL,One year,No,Electronic check,107.1,2891.7,No
Male,0,Yes,No,15,Yes,No,Fiber optic,Two year,No,Mailed check,63.32,987.83,No
Female,0,No,No,53,Yes,No,DSL,Two year,Yes,Mailed check,89.42,4739.26,No
Female,0,No,Yes,52,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),82.86,4308.72,No
Female,0,No,No,11,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.95,329.45,No
Male,0,No,No,19,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,81.51,1548.69,Yes
Female,0,Yes,Yes,33,Yes,No phone service,DSL,Two year,Yes,Credit card (automatic),74.17,2447.61,No
Male,0,Yes,No,52,Yes,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),109.66,5702.32,No
Male,0,Yes,No,63,Yes,No,DSL,Month-to-month,No,Credit card (automatic),107.85,6815.5,No
Female,0,Yes,No,22,Yes,No,DSL,Two year,No,Electronic check,33.4,742.47,No
Male,0,No,No,26,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),26.33,738.89,No
Female,0,Yes,No,16,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),48.05,768.8,No
Female,0,Yes,Yes,47,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),118.63,5664.95,No
Female,0,Yes,No,20,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,20.2,488.72,Yes
Female,1,No,No,49,Yes,No,Fiber optic,Month-to-month,No,Electronic check,86.64,4247.13,Yes
Female,0,No,No,39,Yes,No,Fiber optic,Two year,No,Mailed check,80.07,3122.73,No
Male,1,No,No,2,Yes,No,Fiber optic,Two year,Yes,Mailed check,83.95,167.9,No
Male,1,Yes,Yes,16,Yes,No,Fiber optic,One year,Yes,Mailed check,40.27,654.23,No
Female,0,No,No,60,Yes,No,No,Month-to-month,Yes,Credit card (automatic),41.13,2561.93,No
Female,0,Yes,No,49,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),61.93,3034.57,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,27.78,138.9,Yes
Male,1,Yes,No,27,Yes,Yes,No,One year,Yes,Mailed check,25.61,786.24,No
Male,0,No,No,71,Yes,No,DSL,Two year,No,Credit card (automatic),27.01,1917.71,No
Male,0,No,No,54,Yes,No,DSL,Month-to-month,Yes,Electronic check,76.44,4200.45,Yes
Female,0,Yes,No,57,Yes,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),58.57,3369.78,No
Female,0,Yes,No,44,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),47.95,2109.8,Yes
Male,0,No,No,71,Yes,No,DSL,One year,Yes,Credit card (automatic),50.21,3613.21,No
Female,0,No,No,18,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),39.14,704.52,No
Male,0,No,No,28,Yes,No,Fiber optic,Month-to-month,No,Electronic check,59.97,1679.16,No
Female,1,Yes,No,22,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,38.71,851.62,No
Male,0,Yes,Yes,31,Yes,No,DSL,Month-to-month,No,Credit card (automatic),89.2,2765.2,No
Female,1,Yes,No,9,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),30.64,303.15,No
Male,0,No,Yes,48,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),114.72,5533.57,Yes
Male,0,No,No,64,Yes,No,No,Month-to-month,Yes,Mailed check,27.16,1738.24,No
Female,0,No,No,28,Yes,No,Fiber optic,Two year,No,Electronic check,114.23,3198.44,Yes
Male,0,Yes,No,58,Yes,No phone service,No,One year,Yes,Electronic check,103.0,5974.0,No
Female,0,Yes,No,44,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),87.43,3876.23,No
Female,0,No,Yes,66,Yes,No phone service,DSL,Two year,Yes,Electronic check,111.05,7329.3,No
Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Electronic check,32.2,1645.32,No
Female,1,No,No,10,Yes,No phone service,No,Two year,Yes,Electronic check,35.98,359.8,No
Female,1,Yes,No,5,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),43.72,231.02,No
Female,0,No,Yes,66,Yes,Yes,No,One year,Yes,Credit card (automatic),42.97,2891.74,No
Female,0,Yes,No,61,Yes,No,No,Two year,Yes,Electronic check,49.71,3032.31,No
Female,0,Yes,No,4,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),76.71,318.93,No
Male,0,No,No,8,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),20.87,166.96,No
Female,1,No,No,27,Yes,Yes,DSL,Two year,No,Credit card (automatic),56.99,1538.73,No
Female,0,No,No,37,No,Yes,Fiber optic,Two year,Yes,Mailed check,43.13,1595.81,No
Female,0,No,No,42,Yes,No,DSL,Month-to-month,No,Electronic check,79.88,3354.96,No
Female,1,No,No,20,Yes,No,No,One year,No,Bank transfer (automatic),118.49,2369.8,Yes
Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),70.8,4318.8,No
Male,1,No,Yes,45,Yes,No,DSL,One year,Yes,Credit card (automatic),61.42,2763.9,No
Female,0,No,No,69,Yes,No,DSL,Month-to-month,No,Electronic check,55.56,3854.82,No
Male,0,No,No,37,Yes,No phone service,No,One year,No,Bank transfer (automatic),98.06,3668.64,No
Male,0,Yes,Yes,48,Yes,No,Fiber optic,Month-to-month,No,Mailed check,25.34,1216.32,No
Male,0,No,Yes,38,Yes,No,No,Month-to-month,No,Credit card (automatic),115.9,4404.2,Yes
Male,0,No,No,70,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.63,4244.1,No
Female,0,No,Yes,29,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,50.0,1450.0,No
Male,0,Yes,No,20,Yes,Yes,DSL,One year,Yes,Credit card (automatic),117.35,2347.0,Yes
Male,0,Yes,Yes,0,Yes,Yes,DSL,Two year,Yes,Mailed check,113.46,0.0,Yes
Female,0,No,No,31,No,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),83.48,2587.88,Yes
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),19.89,158.88,Yes
Female,0,No,Yes,68,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),94.35,6435.27,No
Male,0,Yes,No,29,Yes,Yes,DSL,One year,No,Bank transfer (automatic),52.23,1514.67,Yes
Female,0,No,No,7,Yes,No,Fiber optic,Month-to-month,No,Mailed check,57.6,403.2,Yes
Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,34.19,627.38,No
Male,0,No,No,58,Yes,No,Fiber optic,Month-to-month,No,Mailed check,71.39,4140.62,No
Female,0,No,No,54,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.94,5117.25,No
Female,0,Yes,No,29,Yes,Yes,No,Month-to-month,No,Mailed check,45.85,1329.65,No
Female,0,No,No,35,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),113.75,3981.25,Yes
Female,1,No,No,54,Yes,No,DSL,One year,No,Mailed check,37.86,2075.06,No
Male,0,No,No,43,Yes,Yes,No,One year,No,Mailed check,24.76,1064.68,No
Female,0,No,No,26,Yes,No,No,Month-to-month,Yes,Electronic check,83.73,2176.98,Yes
Female,0,Yes,Yes,53,Yes,No,DSL,One year,Yes,Credit card (automatic),104.63,5545.39,No
Male,0,No,No,47,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),115.22,5415.34,No
Female,1,Yes,No,29,Yes,Yes,Fiber optic,Two year,No,Bank transfer (automatic),96.25,2821.32,No
